car_model,km,car_type,out_color,in_color,seat_num,door_num,price,new_old,car_year,price.1,area
ford-everest,0,SUV,Đỏ,Màu khác,7,5,972,Xe mới,2020,972,Long An
ford-everest,360000,SUV,Xám,Ghi,8,5,570,Xe cũ,2014,570,Hà Nội
ford-everest,0,SUV,Xám,Đen,7,5,1110,Xe mới,2020,1110,Long An
ford-everest,0,SUV,Đen,Xám,7,5,1399,Xe mới,2019,1399,TP HCM
ford-everest,0,SUV,Đen,Đen,7,5,1110,Xe mới,2020,1110,TP HCM
ford-everest,0,SUV,Bạc,Màu khác,8,5,650,Xe cũ,2014,650,TP HCM
ford-everest,5800,SUV,Đỏ,-,7,5,1297,Xe cũ,2020,1297,TP HCM
ford-everest,192000,SUV,Đen,Ghi,8,4,200,Xe cũ,2005,200,Cần Thơ
ford-everest,0,SUV,Cát,Kem,8,5,389,Xe cũ,2010,389,Hà Nội
ford-everest,0,SUV,Đen,Ghi,8,5,539,Xe cũ,2015,539,Hà Nội
ford-everest,146000,SUV,Hồng,Kem,8,5,400,Xe cũ,2009,400,TP HCM
ford-everest,29000,SUV,Đỏ,Xám,7,5,1220,Xe cũ,2019,1220,TP HCM
ford-everest,0,SUV,Trắng,Đen,7,5,909,Xe mới,2020,909,TP HCM
ford-everest,34000,SUV,Hồng,Hồng,8,5,295,Xe cũ,2008,295,Thanh Hóa
ford-everest,0,SUV,Trắng,Đen,7,5,1329,Xe mới,2020,1329,Hà Nội
ford-everest,0,SUV,Bạc,Đen,7,5,1310,Xe mới,2020,1310,TP HCM
ford-everest,0,SUV,Đỏ,Đen,7,5,1151,Xe mới,2020,1151,TP HCM
ford-everest,180000,SUV,Đen,Ghi,8,5,228,Xe cũ,2005,228,Hà Nội
ford-everest,0,SUV,Đồng,Kem,8,5,280,Xe cũ,2007,280,Nam Định
ford-everest,0,SUV,Vàng,Vàng,8,4,425,Xe cũ,2010,425,Quảng Ninh
ford-everest,0,SUV,Xám,Đen,7,5,962,Xe mới,2020,962,TP HCM
ford-everest,0,SUV,Hồng,Ghi,8,5,165,Xe cũ,2005,165,Bắc Giang
ford-everest,0,SUV,Bạc,Ghi,8,5,549,Xe cũ,2013,549,Hà Nội
ford-everest,0,SUV,Ghi,Kem,8,5,509,Xe cũ,2015,509,Hà Nội
ford-everest,0,SUV,Ghi,Vàng,8,5,385,Xe cũ,2009,385,Hà Nội
ford-everest,0,SUV,Bạc,Ghi,8,5,390,Xe cũ,2010,390,Hà Nội
ford-everest,0,SUV,Bạc,-,8,5,397,Xe cũ,2011,397,Bắc Ninh
ford-everest,0,SUV,Bạc,Màu khác,8,5,405,Xe cũ,2011,405,Hà Nội
ford-everest,82000,SUV,Xám,Xám,8,5,570,Xe cũ,2013,570,TP HCM
ford-everest,120000,SUV,Đen,Đen,8,5,359,Xe cũ,2010,359,Khánh Hòa
ford-everest,100000,SUV,Hồng,Cát,8,5,499,Xe cũ,2013,499,Hà Nội
ford-everest,105000,SUV,Hồng,Kem,8,5,390,Xe cũ,2009,390,Quảng Ninh
ford-everest,0,SUV,Ghi,Kem,8,5,379,Xe cũ,2008,379,TP HCM
ford-everest,0,SUV,Đen,Ghi,8,5,208,Xe cũ,2005,208,Hải Dương
ford-everest,76000,SUV,Đen,Nâu,8,5,525,Xe cũ,2014,525,Hà Nội
ford-everest,0,SUV,Bạc,Đen,7,5,1320,Xe mới,2020,1320,TP HCM
ford-everest,0,SUV,Đen,Ghi,8,5,206,Xe cũ,2005,206,Thái Nguyên
ford-everest,0,SUV,Đen,Đen,7,5,1689,Xe mới,2020,1689,Hà Nội
ford-everest,0,SUV,Trắng,Đen,7,5,1250,Xe mới,2019,1250,TP HCM
ford-everest,0,SUV,Vàng,Nhiều màu,7,5,1181,Xe mới,2020,1181,Lâm Đồng
ford-everest,0,SUV,Đỏ,Đen,7,5,1181,Xe mới,2020,1181,Hà Nội
ford-everest,80000,SUV,Xám,Xám,8,5,625,Xe cũ,2015,625,TP HCM
ford-everest,199500,SUV,Xám,Kem,5,5,400,Xe cũ,2011,400,Nghệ An
ford-everest,0,SUV,Hồng,Ghi,8,5,345,Xe cũ,2008,345,Hà Nội
ford-everest,0,SUV,Cát,Nhiều màu,7,5,924,Xe mới,2019,924,Lâm Đồng
ford-everest,0,SUV,Ghi,Màu khác,8,5,194,Xe cũ,2005,194,TP HCM
ford-everest,0,SUV,Bạc,Xám,8,5,330,Xe cũ,2007,330,Thái Nguyên
ford-everest,130000,SUV,Cát,Màu khác,8,5,420,Xe cũ,2010,420,Bắc Giang
ford-everest,0,SUV,Vàng,Vàng,8,5,390,Xe cũ,2009,390,Đồng Nai
ford-everest,0,SUV,Xanh,Nhiều màu,8,5,262,Xe cũ,2006,262,Nghệ An
ford-everest,160000,SUV,Vàng,Ghi,8,5,240,Xe cũ,2006,240,Đồng Nai
ford-everest,130000,SUV,Trắng,Ghi,8,5,539,Xe cũ,2014,539,TP HCM
ford-everest,120000,SUV,Đen,Kem,8,5,432,Xe cũ,2012,432,Hà Nội
ford-everest,200000,SUV,Đen,Vàng,8,5,330,Xe cũ,2009,330,Đà Nẵng
ford-everest,0,SUV,Trắng,Đen,7,5,1319,Xe mới,2020,1319,TP HCM
ford-everest,0,SUV,Đen,Kem,8,5,410,Xe cũ,2010,410,TP HCM
ford-everest,130000,SUV,Bạc,Cát,8,5,290,Xe cũ,2007,290,Đồng Nai
ford-everest,50000,SUV,Ghi,Kem,7,5,350,Xe cũ,2005,350,Đà Nẵng
ford-everest,0,SUV,Ghi,Màu khác,8,5,315,Xe cũ,2008,315,Bình Định
ford-everest,0,SUV,Đen,Đen,7,5,945,Xe mới,2019,945,TP HCM
ford-everest,200000,SUV,Bạc,Bạc,8,5,330,Xe cũ,2008,330,Phú Yên
ford-everest,100000,SUV,Hồng,-,8,5,250,Xe cũ,2006,250,Phú Yên
ford-everest,200000,SUV,Đen,Kem,8,5,303,Xe cũ,2007,303,Thái Bình
ford-everest,0,SUV,Xanh,Màu khác,7,5,1110,Xe mới,2020,1110,Long An
ford-everest,120000,SUV,Đen,Kem,8,5,380,Xe cũ,2009,380,Lâm Đồng
ford-everest,0,SUV,Đen,Ghi,8,5,280,Xe cũ,2008,280,Quảng Ninh
ford-everest,123000,SUV,Bạc,Kem,8,5,420,Xe cũ,2009,420,Quảng Ninh
ford-everest,0,SUV,Cam,Kem,7,5,1299,Xe mới,2020,1299,TP HCM
ford-everest,200000,SUV,Xanh,Ghi,8,5,245,Xe cũ,2005,245,Lâm Đồng
ford-everest,300000,SUV,Bạc,Kem,8,5,288,Xe cũ,2007,288,Hải Phòng
ford-everest,30000,SUV,Xám,Đen,7,5,1300,Xe cũ,2019,1300,TP HCM
ford-everest,90000,SUV,Xanh,Đen,8,5,470,Xe cũ,2013,470,TP HCM
ford-everest,91000,SUV,Vàng,Kem,8,5,415,Xe cũ,2009,415,Đăk Nông
ford-everest,0,SUV,Đỏ,Đen,7,5,920,Xe mới,2019,920,TP HCM
ford-everest,0,SUV,Đen,Đen,7,5,1245,Xe mới,2019,1245,TP HCM
ford-everest,0,SUV,Đen,Đen,7,5,1399,Xe mới,2019,1399,Cần Thơ
ford-everest,30000,SUV,Trắng,Xám,7,5,990,Xe cũ,2018,990,TP HCM
ford-everest,100000,SUV,Đen,Kem,8,5,240,Xe cũ,2007,240,Đồng Tháp
ford-everest,190000,SUV,Đen,Kem,8,5,420,Xe cũ,2011,420,Hà Nội
ford-everest,86000,SUV,Trắng,Nhiều màu,8,5,540,Xe cũ,2015,540,Hải Dương
ford-everest,150000,SUV,Cát,Cát,8,5,357,Xe cũ,2009,357,Nghệ An
ford-everest,8000,SUV,Đỏ,Đen,7,5,1325,Xe cũ,2019,1325,Hà Nội
ford-everest,120000,SUV,Ghi,Ghi,8,5,290,Xe cũ,2007,290,Bình Phước
ford-everest,1234,SUV,Xanh,Kem,8,5,197,Xe cũ,2005,197,Đồng Nai
ford-everest,210000,SUV,Cát,Kem,8,5,320,Xe cũ,2009,320,Nghệ An
ford-everest,100500,SUV,Bạc,Kem,8,5,420,Xe cũ,2009,420,Quảng Ninh
ford-everest,0,SUV,Vàng,Kem,8,5,355,Xe cũ,2009,355,Sơn La
ford-everest,180000,SUV,Đen,Màu khác,8,5,325,Xe cũ,2008,325,Hưng Yên
ford-everest,400000,SUV,Xanh,Ghi,8,5,210,Xe cũ,2005,210,Hà Nội
ford-everest,9,SUV,Bạc,Ghi,8,5,605,Xe cũ,2015,605,Phú Thọ
ford-everest,140000,SUV,Đen,Kem,8,5,400,Xe cũ,2010,400,Lạng Sơn
ford-everest,0,SUV,Ghi,Vàng,8,5,367,Xe cũ,2009,367,Thanh Hóa
ford-everest,99999,SUV,Đen,Nhiều màu,8,5,325,Xe cũ,2008,325,Đà Nẵng
ford-everest,90000,SUV,Hồng,Kem,8,5,345,Xe cũ,2007,345,TP HCM
ford-everest,280000,SUV,Cát,Nâu,8,5,215,Xe cũ,2005,215,Bắc Ninh
ford-everest,0,SUV,Bạc,Bạc,8,5,350,Xe cũ,2007,350,Bình Phước
ford-everest,0,SUV,Bạc,Kem,8,5,428,Xe cũ,2010,428,Bình Dương
ford-everest,20000,SUV,Cát,Bạc,8,5,385,Xe cũ,2009,385,Hà Nội
ford-everest,0,SUV,Đen,Kem,8,5,335,Xe cũ,2008,335,TP HCM
ford-everest,0,SUV,Vàng,-,8,5,424,Xe cũ,2009,424,Lâm Đồng
ford-everest,0,SUV,Hồng,Màu khác,8,5,440,Xe cũ,2011,440,Thái Bình
ford-everest,0,SUV,Đen,-,8,5,288,Xe cũ,2005,288,TP HCM
ford-everest,140000,SUV,Cát,Ghi,8,5,235,Xe cũ,2005,235,Đồng Nai
ford-everest,0,SUV,Đen,Kem,8,5,245,Xe cũ,2007,245,Sơn La
ford-everest,400000,SUV,Đen,Đen,8,5,260,Xe cũ,2006,260,Bình Dương
ford-everest,0,SUV,Cát,Kem,8,5,410,Xe cũ,2009,410,Đồng Nai
ford-everest,150,SUV,Vàng,Đen,8,5,400,Xe cũ,2009,400,Bà Rịa Vũng Tàu
ford-everest,11000,SUV,Ghi,Xám,8,5,539,Xe cũ,2013,539,Bắc Ninh
ford-everest,89000,SUV,Bạc,Nâu,8,5,425,Xe cũ,2011,425,Nghệ An
ford-everest,89000,SUV,Bạc,Nâu,8,5,425,Xe cũ,2011,425,Nghệ An
ford-everest,0,SUV,Đen,Màu khác,8,5,198,Xe cũ,2006,198,Tuyên Quang
ford-everest,16500,SUV,Đỏ,Đen,7,5,1250,Xe cũ,2019,1250,Hà Nội
ford-everest,23000,SUV,Hồng,Ghi,8,5,375,Xe cũ,2009,375,Lâm Đồng
ford-everest,1000,SUV,Bạc,-,8,5,455,Xe cũ,2014,455,Lâm Đồng
ford-everest,250000,SUV,Trắng,Vàng,8,5,320,Xe cũ,2007,320,Hà Nội
ford-everest,80000,SUV,Hồng,Bạc,8,5,370,Xe cũ,2009,370,TP HCM
ford-everest,112000,SUV,Hồng,Ghi,8,5,296,Xe cũ,2007,296,TP HCM
ford-everest,0,SUV,Trắng,-,7,5,982,Xe cũ,2019,982,Đà Nẵng
ford-everest,0,SUV,Cam,Đen,7,5,1300,Xe mới,2019,1300,Hải Dương
ford-everest,0,SUV,Đen,Đen,7,5,1107,Xe mới,2019,1107,Hải Dương
ford-everest,82000,SUV,Xám,Đen,8,5,565,Xe cũ,2013,565,TP HCM
ford-everest,0,SUV,Bạc,Vàng,8,5,424,Xe cũ,2011,424,Gia Lai
ford-everest,0,SUV,Trắng,Đen,7,5,870,Xe mới,2020,870,TP HCM
ford-everest,1500000,SUV,Bạc,Bạc,8,5,205,Xe cũ,2005,205,Hải Dương
ford-everest,110000,SUV,Đen,Đen,8,5,260,Xe cũ,2006,260,Bà Rịa Vũng Tàu
ford-everest,100000,SUV,Hồng,Hồng,8,5,380,Xe cũ,2010,380,Bắc Giang
ford-everest,150000,SUV,Đen,Kem,8,5,400,Xe cũ,2009,400,Tuyên Quang
ford-everest,73000,SUV,Đen,-,8,5,385,Xe cũ,2009,385,TP HCM
ford-everest,12000,SUV,Đen,Đen,7,5,235,Xe cũ,2005,235,Hòa Bình
ford-everest,11,SUV,Kem,Hồng,8,5,335,Xe cũ,2009,335,Ninh Thuận
ford-everest,20000,SUV,Đen,Ghi,8,5,241,Xe cũ,2005,241,Phú Thọ
ford-everest,0,SUV,Vàng,Kem,8,5,348,Xe cũ,2009,348,Bình Phước
ford-everest,0,SUV,Ghi,-,8,5,219,Xe cũ,2006,219,Phú Thọ
ford-everest,0,SUV,Đỏ,Đen,7,5,1314,Xe mới,2020,1314,Hà Nội
ford-everest,0,SUV,Trắng,Đen,7,5,1110,Xe mới,2020,1110,Hà Nội
ford-everest,0,SUV,Đen,Vàng,8,5,244,Xe cũ,2005,244,Hà Nội
ford-everest,10000,SUV,Đen,Đen,7,5,950,Xe cũ,2016,950,Ninh Bình
ford-everest,180000,SUV,Cát,-,8,5,385,Xe cũ,2009,385,Nghệ An
ford-everest,0,SUV,Đỏ,Đen,7,5,1314,Xe mới,2020,1314,Hà Nội
ford-everest,155000,SUV,Đen,-,8,5,300,Xe cũ,2008,300,TP HCM
ford-everest,0,SUV,Ghi,Vàng,8,5,368,Xe cũ,2008,368,Bình Dương
ford-everest,0,SUV,Vàng,Đen,7,5,1106,Xe mới,2020,1106,Hà Nội
ford-everest,10000,SUV,Đen,Kem,8,5,215,Xe cũ,2005,215,Hòa Bình
ford-everest,129000,SUV,Cát,Ghi,8,5,320,Xe cũ,2008,320,TP HCM
ford-everest,141687,SUV,Ghi,Kem,8,5,470,Xe cũ,2012,470,TP HCM
ford-everest,15300,SUV,Vàng,Ghi,8,4,320,Xe cũ,2009,320,TP HCM
ford-everest,160,SUV,Bạc,Bạc,8,5,460,Xe cũ,2010,460,Ninh Thuận
ford-everest,11000,SUV,Đen,Ghi,8,5,530,Xe cũ,2013,530,Bắc Giang
ford-everest,0,SUV,Đen,Nhiều màu,8,5,248,Xe cũ,2005,248,An Giang
ford-everest,0,SUV,Đen,Kem,8,5,314,Xe cũ,2009,314,Ninh Bình
ford-everest,0,SUV,Xám,Màu khác,8,5,368,Xe cũ,2008,368,Bà Rịa Vũng Tàu
ford-everest,63000,SUV,Xám,-,8,5,415,Xe cũ,2010,415,TP HCM
ford-everest,140000,SUV,Ghi,Vàng,8,5,400,Xe cũ,2009,400,TP HCM
ford-everest,120000,SUV,Bạc,Kem,8,5,465,Xe cũ,2010,465,Hà Nội
ford-everest,0,SUV,Đen,Ghi,8,5,235,Xe cũ,2005,235,Nghệ An
ford-everest,89000,SUV,Bạc,Kem,8,5,420,Xe cũ,2010,420,Quảng Nam
ford-everest,0,SUV,Bạc,Kem,8,5,350,Xe cũ,2008,350,Đồng Nai
ford-everest,21000,SUV,Trắng,Đen,7,5,890,Xe cũ,2019,890,TP HCM
ford-everest,0,SUV,Đen,Nhiều màu,8,5,218,Xe cũ,2005,218,Bắc Giang
ford-everest,0,SUV,Đồng,-,8,5,348,Xe cũ,2008,348,Hà Nội
ford-everest,223480,SUV,Bạc,Kem,8,5,358,Xe cũ,2009,358,Nghệ An
ford-everest,0,SUV,Bạc,Màu khác,8,5,290,Xe cũ,2007,290,Lâm Đồng
ford-everest,129000,SUV,Hồng,Nâu,8,5,320,Xe cũ,2008,320,TP HCM
ford-everest,0,SUV,Đen,Đen,7,5,1314,Xe mới,2020,1314,Hà Nội
ford-everest,0,SUV,Vàng,Kem,8,5,320,Xe cũ,2009,320,TP HCM
ford-everest,0,SUV,Xanh,Đen,7,5,1110,Xe mới,2020,1110,Hà Nội
ford-everest,0,SUV,Đỏ,Đen,7,5,1107,Xe mới,2020,1107,Hà Nội
ford-everest,160000,SUV,Vàng,Kem,8,5,325,Xe cũ,2008,325,Bắc Giang
ford-everest,115000,SUV,Đen,Cát,8,5,246,Xe cũ,2007,246,Vĩnh Phúc
ford-everest,0,SUV,Vàng,Kem,8,5,348,Xe cũ,2009,348,Bình Dương
ford-everest,9000,SUV,Đỏ,Đỏ,7,5,1290,Xe cũ,2019,1290,Hà Nội
ford-everest,240000,SUV,Đen,Ghi,8,5,275,Xe cũ,2007,275,Lào Cai
ford-everest,0,SUV,Cát,Màu khác,8,5,585,Xe cũ,2013,585,TP HCM
ford-everest,105000,SUV,Ghi,Xám,8,5,565,Xe cũ,2013,565,TP HCM
ford-everest,90000,SUV,Hồng,-,8,5,475,Xe cũ,2014,475,Hà Nội
ford-everest,109000,SUV,Đen,Đen,8,5,550,Xe cũ,2014,550,Hà Nội
ford-everest,670000,SUV,Đen,Xám,8,5,240,Xe cũ,2005,240,Lâm Đồng
ford-everest,13200,SUV,Vàng,Kem,7,5,400,Xe cũ,2011,400,Hà Giang
ford-everest,0,SUV,Vàng,Vàng,8,5,348,Xe cũ,2008,348,Long An
ford-everest,0,SUV,Đen,Ghi,8,5,204,Xe cũ,2005,204,Thanh Hóa
ford-everest,78000,SUV,Đen,Kem,8,5,565,Xe cũ,2014,565,Phú Thọ
ford-everest,150,SUV,Đen,Kem,8,5,375,Xe cũ,2009,375,Bắc Giang
ford-everest,15000,SUV,Đen,Kem,8,5,275,Xe cũ,2007,275,Sơn La
ford-everest,112570,SUV,Hồng,Kem,8,5,495,Xe cũ,2013,495,Bắc Ninh
ford-everest,0,SUV,Ghi,Ghi,8,5,278,Xe cũ,2007,278,Đà Nẵng
ford-everest,150000,SUV,Đỏ,Kem,8,5,410,Xe cũ,2009,410,Khánh Hòa
ford-everest,0,SUV,Đỏ,Đen,7,5,1399,Xe mới,2019,1399,Đồng Nai
ford-everest,0,SUV,Bạc,Nhiều màu,8,5,448,Xe cũ,2010,448,Lâm Đồng
ford-everest,0,SUV,Cát,-,8,5,179,Xe cũ,2006,179,Quảng Ninh
ford-everest,0,SUV,Xanh,Đen,7,5,949,Xe mới,2019,949,Đồng Nai
ford-everest,0,SUV,Bạc,Đen,7,5,1112,Xe mới,2019,1112,Đồng Nai
ford-everest,1234,SUV,Bạc,Vàng,8,5,420,Xe cũ,2010,420,Hà Nội
ford-everest,1234,SUV,Đen,Ghi,8,5,560,Xe cũ,2014,560,Hà Nội
ford-everest,1234,SUV,Đỏ,Ghi,8,5,588,Xe cũ,2015,588,Hà Nội
ford-everest,160000,SUV,Bạc,Ghi,8,5,295,Xe cũ,2007,295,Gia Lai
ford-everest,0,SUV,Đỏ,Đen,7,5,127,Xe mới,2019,127,Đồng Nai
ford-everest,0,SUV,Đen,Nhiều màu,8,5,249,Xe cũ,2007,249,Cao Bằng
ford-everest,20000,SUV,Hồng,Kem,8,5,400,Xe cũ,2010,400,Hà Nội
ford-everest,12800,SUV,Đen,Vàng,8,5,400,Xe cũ,2011,400,Bắc Giang
ford-everest,92000,SUV,Bạc,Đen,8,5,392,Xe cũ,2009,392,Gia Lai
ford-everest,0,SUV,Bạc,Ghi,8,5,325,Xe cũ,2007,325,Hà Nội
ford-everest,111111,SUV,Cát,Ghi,8,5,395,Xe cũ,2008,395,Tuyên Quang
ford-everest,0,SUV,Bạc,Màu khác,8,5,420,Xe cũ,2011,420,Nghệ An
ford-everest,0,SUV,Trắng,Đen,7,5,1215,Xe cũ,2018,1215,Hà Nội
ford-everest,0,SUV,Đen,Kem,8,5,395,Xe cũ,2008,395,Đà Nẵng
ford-everest,0,SUV,Bạc,Ghi,8,5,283,Xe cũ,2007,283,Bắc Giang
ford-everest,25600,SUV,Trắng,-,7,5,840,Xe cũ,2019,840,Kiên Giang
ford-everest,0,SUV,Ghi,-,8,5,413,Xe cũ,2010,413,Thanh Hóa
ford-everest,0,SUV,Bạc,-,8,5,204,Xe cũ,2005,204,Sơn La
ford-everest,112000,SUV,Bạc,Ghi,8,5,560,Xe cũ,2014,560,Hà Nam
ford-everest,0,SUV,Bạc,Ghi,8,5,545,Xe cũ,2015,545,Hà Nội
ford-everest,190000,SUV,Bạc,Ghi,8,5,325,Xe cũ,2008,325,Gia Lai
ford-everest,18001,SUV,Kem,Đen,7,5,900,Xe cũ,2018,900,Nam Định
ford-everest,0,SUV,Hồng,Nhiều màu,8,5,256,Xe cũ,2006,256,Thanh Hóa
ford-everest,160000,SUV,Đen,Kem,8,5,269,Xe cũ,2008,269,Bà Rịa Vũng Tàu
ford-everest,0,SUV,Đen,Kem,8,5,259,Xe cũ,2006,259,Quảng Nam
ford-everest,140000,SUV,Đen,Kem,8,5,225,Xe cũ,2005,225,Hà Nội
ford-everest,120000,SUV,Xám,Kem,8,5,430,Xe cũ,2011,430,TP HCM
ford-everest,90000,SUV,Hồng,Kem,8,5,470,Xe cũ,2012,470,Khánh Hòa
ford-everest,180000,SUV,Bạc,Kem,8,5,285,Xe cũ,2008,285,Hà Nội
ford-everest,180000,SUV,Xanh,Ghi,8,5,310,Xe cũ,2008,310,TP HCM
ford-everest,120000,SUV,Đen,Kem,8,5,305,Xe cũ,2008,305,Bình Dương
ford-everest,100,SUV,Đen,Kem,8,5,235,Xe cũ,2005,235,TP HCM
ford-everest,1234,SUV,Ghi,Kem,8,5,435,Xe cũ,2010,435,Hà Nội
ford-everest,1234,SUV,Hồng,-,8,5,435,Xe cũ,2011,435,Hà Nội
ford-everest,1234,SUV,Trắng,Ghi,8,5,548,Xe cũ,2014,548,Hà Nội
ford-everest,1234,SUV,Hồng,-,8,5,445,Xe cũ,2011,445,Hà Nội
ford-everest,1234,SUV,Ghi,Kem,8,5,438,Xe cũ,2011,438,Hà Nội
ford-everest,1234,SUV,Hồng,Kem,8,5,315,Xe cũ,2009,315,Hà Nội
ford-everest,1234,SUV,Trắng,Ghi,8,5,520,Xe cũ,2015,520,Hà Nội
ford-everest,0,SUV,Ghi,Vàng,8,5,328,Xe cũ,2008,328,Đồng Nai
ford-everest,145000,SUV,Đen,Kem,8,5,315,Xe cũ,2007,315,Hà Giang
ford-everest,13000,SUV,Bạc,Nhiều màu,8,5,465,Xe cũ,2010,465,Sơn La
ford-everest,0,SUV,Xanh,Kem,8,5,286,Xe cũ,2007,286,Thanh Hóa
ford-everest,120000,SUV,Cát,Vàng,8,5,435,Xe cũ,2011,435,Yên Bái
ford-everest,90000,SUV,Bạc,Màu khác,8,5,595,Xe cũ,2015,595,TP HCM
ford-everest,150000,SUV,Hồng,Hồng,8,5,395,Xe cũ,2009,395,Đồng Nai
ford-everest,0,SUV,Đỏ,Đen,7,5,1102,Xe mới,2020,1102,Hà Nội
ford-everest,0,SUV,Trắng,-,7,5,1314,Xe mới,2020,1314,Hà Nội
ford-everest,0,SUV,Trắng,Đen,7,5,1399,Xe mới,2019,1399,Khánh Hòa
ford-transit,12345,Van/Minivan,Nhiều màu,-,16,4,185,Xe cũ,2010,185,Hà Nội
ford-transit,0,Van/Minivan,Bạc,Ghi,6,4,255,Xe cũ,2006,255,TP HCM
ford-transit,0,Van/Minivan,Bạc,Kem,16,4,700,Xe mới,2019,700,TP HCM
ford-transit,40000,Van/Minivan,Đen,Kem,10,4,695,Xe cũ,2019,695,Hà Nội
ford-transit,78000,Van/Minivan,Trắng,Ghi,3,4,390,Xe cũ,2016,390,Hà Nội
ford-transit,0,Van/Minivan,Đen,Nâu,10,4,646,Xe cũ,2016,646,Thừa Thiên Huế
ford-transit,0,Van/Minivan,Đen,Nâu,10,4,1195,Xe mới,2019,1195,TP HCM
ford-transit,0,Van/Minivan,Ghi,Kem,16,4,725,Xe mới,2020,725,Hà Nội
ford-transit,0,Van/Minivan,Bạc,Kem,16,4,548,Xe cũ,2017,548,TP HCM
ford-transit,150000,Van/Minivan,Trắng,Ghi,3,4,70,Xe cũ,2005,70,Hưng Yên
ford-transit,105,Van/Minivan,Bạc,Kem,16,4,430,Xe cũ,2015,430,TP HCM
ford-transit,70000,Van/Minivan,Cát,Kem,16,4,390,Xe cũ,2016,390,Vĩnh Phúc
ford-transit,182000,Van/Minivan,Bạc,Kem,16,4,398,Xe cũ,2014,398,TP HCM
ford-transit,71000,Van/Minivan,Bạc,Kem,16,4,635,Xe cũ,2017,635,TP HCM
ford-transit,0,Van/Minivan,Đen,Đen,10,4,165,Xe mới,2019,165,TP HCM
ford-transit,50000,Van/Minivan,Cát,Nhiều màu,16,4,420,Xe cũ,2016,420,Hà Nội
ford-transit,97000,SUV,Bạc,Kem,16,5,446,Xe cũ,2017,446,TP HCM
ford-transit,43000,Van/Minivan,Trắng,Nhiều màu,16,4,486,Xe cũ,2018,486,TP HCM
ford-transit,0,Van/Minivan,Đen,Nâu,10,4,1235,Xe mới,2019,1235,TP HCM
ford-transit,0,Van/Minivan,Cát,Ghi,6,4,268,Xe cũ,2007,268,TP HCM
ford-transit,100,Van/Minivan,Bạc,Kem,16,4,699,Xe cũ,2020,699,Hà Nội
ford-transit,0,Van/Minivan,Cát,Kem,16,4,735,Xe mới,2020,735,TP HCM
ford-transit,0,Van/Minivan,Bạc,Đỏ,6,3,248,Xe cũ,2010,248,Hà Nội
ford-transit,90000,Van/Minivan,Bạc,Nhiều màu,16,4,370,Xe cũ,2014,370,Vĩnh Phúc
ford-transit,0,Van/Minivan,Bạc,Kem,16,4,705,Xe mới,2020,705,Hà Nội
ford-transit,1200,Van/Minivan,Bạc,Kem,16,4,660,Xe cũ,2019,660,Hà Nội
ford-transit,130000,Van/Minivan,Trắng,Nhiều màu,10,4,670,Xe cũ,2016,670,Bình Dương
ford-transit,60000,Van/Minivan,Bạc,Đen,6,4,300,Xe cũ,2010,300,Hà Nội
ford-transit,0,Van/Minivan,Bạc,Kem,16,4,485,Xe cũ,2017,485,Hà Nội
ford-transit,0,Van/Minivan,Đen,Kem,16,4,720,Xe mới,2020,720,TP HCM
ford-transit,0,Van/Minivan,Bạc,Đen,16,4,729,Xe mới,2020,729,TP HCM
ford-transit,97999,Van/Minivan,Bạc,Kem,16,4,333,Xe cũ,2013,333,TP HCM
ford-transit,50000,Van/Minivan,Bạc,Nâu,16,3,575,Xe cũ,2019,575,Hà Nội
ford-transit,0,Van/Minivan,Vàng,Kem,16,4,715,Xe mới,2020,715,Hà Nội
ford-transit,0,Van/Minivan,Cát,Kem,16,4,695,Xe mới,2020,695,Hà Nội
ford-transit,0,Van/Minivan,Trắng,Kem,6,4,279,Xe cũ,2007,279,TP HCM
ford-transit,0,Van/Minivan,Bạc,Bạc,16,4,740,Xe mới,2020,740,Tây Ninh
ford-transit,25,Van/Minivan,Ghi,Kem,16,4,425,Xe cũ,2015,425,TP HCM
ford-transit,49000,Van/Minivan,Đen,Kem,10,4,870,Xe cũ,2016,870,TP HCM
ford-transit,0,Van/Minivan,Nhiều màu,Kem,16,3,780,Xe mới,2020,780,Hải Phòng
ford-transit,149000,Van/Minivan,Bạc,Kem,16,4,359,Xe cũ,2014,359,TP HCM
ford-transit,150000,Van/Minivan,Ghi,Nhiều màu,16,4,385,Xe cũ,2014,385,Nam Định
ford-transit,88000,Van/Minivan,Bạc,Kem,16,4,560,Xe cũ,2017,560,TP HCM
ford-transit,0,Van/Minivan,Bạc,Cát,16,4,720,Xe mới,2020,720,Hà Nội
ford-transit,0,Van/Minivan,Đen,Nâu,10,4,1335,Xe mới,2020,1335,TP HCM
ford-transit,686000,Van/Minivan,Bạc,-,16,4,550,Xe cũ,2017,550,Hà Nội
ford-transit,0,Van/Minivan,Bạc,Nâu,16,4,415,Xe cũ,2015,415,Hà Nội
ford-transit,3000,Van/Minivan,Trắng,Kem,10,5,990,Xe cũ,2018,990,Hà Nội
ford-transit,80000,Van/Minivan,Bạc,Kem,16,4,430,Xe cũ,2015,430,Hà Nội
ford-transit,1000,Van/Minivan,Bạc,Kem,16,4,460,Xe cũ,2016,460,Hà Nội
ford-transit,9999,Van/Minivan,Bạc,Hồng,16,4,345,Xe cũ,2013,345,Gia Lai
ford-transit,0,Van/Minivan,Bạc,Ghi,16,4,430,Xe cũ,2015,430,Hà Nội
